Found path: /home/ubuntu/VisualBanana_Linux/Banana.x86_64
Mono path[0] = '/home/ubuntu/VisualBanana_Linux/Banana_Data/Managed'
Mono config path = '/home/ubuntu/VisualBanana_Linux/Banana_Data/MonoBleedingEdge/etc'
Preloaded 'ScreenSelector.so'
Preloaded 'libgrpc_csharp_ext.x64.so'
Unable to preload the following plugins:
	ScreenSelector.so
	libgrpc_csharp_ext.x86.so
Logging to /home/ubuntu/.config/unity3d/Unity Technologies/Unity Environment/Player.log
ALSA lib confmisc.c:768:(parse_card) cannot find card '0'
ALSA lib conf.c:4292:(_snd_config_evaluate) function snd_func_card_driver returned error: No such file or directory
ALSA lib confmisc.c:392:(snd_func_concat) error evaluating strings
ALSA lib conf.c:4292:(_snd_config_evaluate) function snd_func_concat returned error: No such file or directory
ALSA lib confmisc.c:1251:(snd_func_refer) error evaluating name
ALSA lib conf.c:4292:(_snd_config_evaluate) function snd_func_refer returned error: No such file or directory
ALSA lib conf.c:4771:(snd_config_expand) Evaluate error: No such file or directory
ALSA lib pcm.c:2266:(snd_pcm_open_noupdate) Unknown PCM default
INFO:unityagents:
'Academy' started successfully!
Unity Academy name: Academy
        Number of Brains: 1
        Number of External Brains : 1
        Lesson number : 0
        Reset Parameters :
		
Unity brain name: BananaBrain
        Number of Visual Observations (per agent): 1
        Vector Observation space type: continuous
        Vector Observation space size (per agent): 0
        Number of stacked Vector Observation: 1
        Vector Action space type: discrete
        Vector Action space size (per agent): 4
        Vector Action descriptions: , , , 
Starting new process with global episode number  0
Episode 145	Average Score: 0.02
Episode 146	Average Score: 0.00
Episode 147	Average Score: -0.01
Episode 148	Average Score: -0.02
Episode 149	Average Score: -0.01
Episode 150	Average Score: 0.02
Episode 150	Average Score: 0.02

Episode 151	Average Score: 0.01
Episode 152	Average Score: 0.00
Episode 153	Average Score: 0.00
Episode 154	Average Score: 0.03
Episode 155	Average Score: 0.04
Episode 156	Average Score: 0.03
Episode 157	Average Score: 0.02
Episode 158	Average Score: 0.02
Episode 159	Average Score: 0.01
Episode 160	Average Score: -0.01
Episode 160	Average Score: -0.01

Episode 161	Average Score: -0.01
Episode 162	Average Score: -0.01
Episode 163	Average Score: -0.03
Episode 164	Average Score: -0.03
Episode 165	Average Score: -0.03
Episode 166	Average Score: -0.02
Episode 167	Average Score: -0.01
Episode 168	Average Score: 0.01
Episode 169	Average Score: -0.02
Episode 170	Average Score: -0.02
Episode 170	Average Score: -0.02

Episode 171	Average Score: -0.02
Episode 172	Average Score: 0.01
Episode 173	Average Score: -0.03
Episode 174	Average Score: -0.04
Episode 175	Average Score: -0.05
Episode 176	Average Score: -0.05
Episode 177	Average Score: -0.05
Episode 178	Average Score: -0.06
Episode 179	Average Score: -0.05
Episode 180	Average Score: -0.06
Episode 180	Average Score: -0.06

Episode 181	Average Score: -0.10
Episode 182	Average Score: -0.09
Episode 183	Average Score: -0.07
Episode 184	Average Score: -0.09
Episode 185	Average Score: -0.12
Episode 186	Average Score: -0.14
Episode 187	Average Score: -0.13
Episode 188	Average Score: -0.13
Episode 189	Average Score: -0.13
Episode 190	Average Score: -0.10
Episode 190	Average Score: -0.10

Episode 191	Average Score: -0.11
Episode 192	Average Score: -0.09
Episode 193	Average Score: -0.08
Episode 194	Average Score: -0.06
Episode 195	Average Score: -0.05
Episode 196	Average Score: -0.07
Episode 197	Average Score: -0.09
Episode 198	Average Score: -0.10
Episode 199	Average Score: -0.13
Episode 200	Average Score: -0.14
Episode 200	Average Score: -0.14

Episode 201	Average Score: -0.15
Episode 202	Average Score: -0.15
Episode 203	Average Score: -0.16
Episode 204	Average Score: -0.18
Episode 205	Average Score: -0.17
Episode 206	Average Score: -0.12
Episode 207	Average Score: -0.12
Episode 208	Average Score: -0.11
Episode 209	Average Score: -0.07
Episode 210	Average Score: -0.06
Episode 210	Average Score: -0.06

Episode 211	Average Score: -0.07
Episode 212	Average Score: -0.09
Episode 213	Average Score: -0.08
Episode 214	Average Score: -0.08
Episode 215	Average Score: -0.04
Episode 216	Average Score: -0.06
Episode 217	Average Score: -0.03
Episode 218	Average Score: -0.02
Episode 219	Average Score: -0.05
Episode 220	Average Score: -0.05
Episode 220	Average Score: -0.05

Episode 221	Average Score: -0.06
Episode 222	Average Score: -0.09
Episode 223	Average Score: -0.08
Episode 224	Average Score: -0.10
Episode 225	Average Score: -0.08
Episode 226	Average Score: -0.08
Episode 227	Average Score: -0.09
Episode 228	Average Score: -0.11
Episode 229	Average Score: -0.11
Episode 230	Average Score: -0.09
Episode 230	Average Score: -0.09

Episode 231	Average Score: -0.09
Episode 232	Average Score: -0.08
Episode 233	Average Score: -0.08
Episode 234	Average Score: -0.07
Episode 235	Average Score: -0.06
Episode 236	Average Score: -0.09
Episode 237	Average Score: -0.15
Episode 238	Average Score: -0.16
Episode 239	Average Score: -0.17
Episode 240	Average Score: -0.17
Episode 240	Average Score: -0.17

Episode 241	Average Score: -0.18
Episode 242	Average Score: -0.17
Episode 243	Average Score: -0.17
Episode 244	Average Score: -0.14
Episode 245	Average Score: -0.12
Episode 246	Average Score: -0.10
Episode 247	Average Score: -0.12
Episode 248	Average Score: -0.13
Episode 249	Average Score: -0.12
Episode 250	Average Score: -0.13
Episode 250	Average Score: -0.13

Episode 251	Average Score: -0.15
Episode 252	Average Score: -0.14
Episode 253	Average Score: -0.13
Episode 254	Average Score: -0.12
Episode 255	Average Score: -0.11
Episode 256	Average Score: -0.08
Episode 257	Average Score: -0.08
Episode 258	Average Score: -0.05
Episode 259	Average Score: -0.03
Episode 260	Average Score: 0.00
Episode 260	Average Score: 0.00

Episode 261	Average Score: -0.02
Episode 262	Average Score: -0.04
Episode 263	Average Score: -0.03
Episode 264	Average Score: -0.03
Episode 265	Average Score: -0.04
Episode 266	Average Score: -0.03
Episode 267	Average Score: -0.05
Episode 268	Average Score: -0.06
Episode 269	Average Score: -0.05
Episode 270	Average Score: -0.04
Episode 270	Average Score: -0.04

Episode 271	Average Score: -0.02
Episode 272	Average Score: -0.02
Episode 273	Average Score: 0.01
Episode 274	Average Score: 0.02
Episode 275	Average Score: 0.03
Episode 276	Average Score: 0.02
Episode 277	Average Score: 0.01
Episode 278	Average Score: 0.01
Episode 279	Average Score: 0.01
Episode 280	Average Score: 0.03
Episode 280	Average Score: 0.03

Episode 281	Average Score: 0.06
Episode 282	Average Score: 0.06
Episode 283	Average Score: 0.03
Episode 284	Average Score: 0.06
Episode 285	Average Score: 0.07
Episode 286	Average Score: 0.10
Episode 287	Average Score: 0.11
Episode 288	Average Score: 0.09
Episode 289	Average Score: 0.12
Episode 290	Average Score: 0.11
Episode 290	Average Score: 0.11

Episode 291	Average Score: 0.12
Episode 292	Average Score: 0.14
Episode 293	Average Score: 0.14
Episode 294	Average Score: 0.13
Episode 295	Average Score: 0.13
Episode 296	Average Score: 0.13
Episode 297	Average Score: 0.16
Episode 298	Average Score: 0.17
Episode 299	Average Score: 0.19
Episode 300	Average Score: 0.15
Episode 300	Average Score: 0.15

Episode 301	Average Score: 0.17
Episode 302	Average Score: 0.15
Episode 303	Average Score: 0.16
Episode 304	Average Score: 0.18
Episode 305	Average Score: 0.18
Episode 306	Average Score: 0.14
Episode 307	Average Score: 0.12
Episode 308	Average Score: 0.14
Episode 309	Average Score: 0.10
Episode 310	Average Score: 0.12
Episode 310	Average Score: 0.12

Episode 311	Average Score: 0.10
Episode 312	Average Score: 0.12
Episode 313	Average Score: 0.10
Episode 314	Average Score: 0.08
Episode 315	Average Score: 0.07
Episode 316	Average Score: 0.07
Episode 317	Average Score: 0.01
Episode 318	Average Score: -0.02
Episode 319	Average Score: 0.00
Episode 320	Average Score: 0.00
Episode 320	Average Score: 0.00

Episode 321	Average Score: 0.06
Episode 322	Average Score: 0.04
Episode 323	Average Score: 0.04
Episode 324	Average Score: 0.03
Episode 325	Average Score: 0.00
Episode 326	Average Score: 0.01
Episode 327	Average Score: 0.02
Episode 328	Average Score: 0.02
Episode 329	Average Score: -0.01
Episode 330	Average Score: -0.01
Episode 330	Average Score: -0.01

Episode 331	Average Score: -0.01
Episode 332	Average Score: -0.02
Episode 333	Average Score: -0.03
Episode 334	Average Score: -0.03
Episode 335	Average Score: -0.05
Episode 336	Average Score: -0.06
Episode 337	Average Score: -0.03
Episode 338	Average Score: 0.03
Episode 339	Average Score: 0.04
Episode 340	Average Score: 0.08
Episode 340	Average Score: 0.08

Episode 341	Average Score: 0.09
Episode 342	Average Score: 0.16
Episode 343	Average Score: 0.17
Episode 344	Average Score: 0.17
Episode 345	Average Score: 0.14
Episode 346	Average Score: 0.16
Episode 347	Average Score: 0.16
Episode 348	Average Score: 0.16
Episode 349	Average Score: 0.17
Episode 350	Average Score: 0.16
Episode 350	Average Score: 0.16

Episode 351	Average Score: 0.23
Episode 352	Average Score: 0.23
Episode 353	Average Score: 0.25
Episode 354	Average Score: 0.24
Episode 355	Average Score: 0.20
Episode 356	Average Score: 0.21
Episode 357	Average Score: 0.22
Episode 358	Average Score: 0.20
Episode 359	Average Score: 0.17
Episode 360	Average Score: 0.15
Episode 360	Average Score: 0.15

Episode 361	Average Score: 0.17
Episode 362	Average Score: 0.14
Episode 363	Average Score: 0.16
Episode 364	Average Score: 0.10
Episode 365	Average Score: 0.13
Episode 366	Average Score: 0.13
Episode 367	Average Score: 0.12
Episode 368	Average Score: 0.10
Episode 369	Average Score: 0.13
Episode 370	Average Score: 0.18
Episode 370	Average Score: 0.18

Episode 371	Average Score: 0.19
Episode 372	Average Score: 0.22
Episode 373	Average Score: 0.21
Episode 374	Average Score: 0.22
Episode 375	Average Score: 0.24
Episode 376	Average Score: 0.24
Episode 377	Average Score: 0.21
Episode 378	Average Score: 0.24
Episode 379	Average Score: 0.24
Episode 380	Average Score: 0.25
Episode 380	Average Score: 0.25

Episode 381	Average Score: 0.29
Episode 382	Average Score: 0.27
Episode 383	Average Score: 0.32
Episode 384	Average Score: 0.29
Episode 385	Average Score: 0.34
Episode 386	Average Score: 0.35
Episode 387	Average Score: 0.34
Episode 388	Average Score: 0.35
Episode 389	Average Score: 0.40
Episode 390	Average Score: 0.38
Episode 390	Average Score: 0.38

Episode 391	Average Score: 0.37
Episode 392	Average Score: 0.33
Episode 393	Average Score: 0.30
Episode 394	Average Score: 0.31
Episode 395	Average Score: 0.28
Episode 396	Average Score: 0.28
Episode 397	Average Score: 0.29
Episode 398	Average Score: 0.30
Episode 399	Average Score: 0.27
Episode 400	Average Score: 0.27
Episode 400	Average Score: 0.27

Episode 401	Average Score: 0.29
Episode 402	Average Score: 0.35
Episode 403	Average Score: 0.39
Episode 404	Average Score: 0.40
Episode 405	Average Score: 0.40
Episode 406	Average Score: 0.45
Episode 407	Average Score: 0.45
Episode 408	Average Score: 0.43
Episode 409	Average Score: 0.51
Episode 410	Average Score: 0.50
Episode 410	Average Score: 0.50

Episode 411	Average Score: 0.51
Episode 412	Average Score: 0.42
Episode 413	Average Score: 0.46
Episode 414	Average Score: 0.48
Episode 415	Average Score: 0.44
Episode 416	Average Score: 0.51
Episode 417	Average Score: 0.60
Episode 418	Average Score: 0.64
Episode 419	Average Score: 0.64
Episode 420	Average Score: 0.68
Episode 420	Average Score: 0.68

Episode 421	Average Score: 0.63
Episode 422	Average Score: 0.66
Episode 423	Average Score: 0.69
Episode 424	Average Score: 0.69
Episode 425	Average Score: 0.71
Episode 426	Average Score: 0.69
Episode 427	Average Score: 0.67
Episode 428	Average Score: 0.73
Episode 429	Average Score: 0.74
Episode 430	Average Score: 0.71
Episode 430	Average Score: 0.71

Episode 431	Average Score: 0.73
Episode 432	Average Score: 0.78
Episode 433	Average Score: 0.85
Episode 434	Average Score: 0.85
Episode 435	Average Score: 0.84
Episode 436	Average Score: 0.81
Episode 437	Average Score: 0.84
Episode 438	Average Score: 0.80
Episode 439	Average Score: 0.85
Episode 440	Average Score: 0.83
Episode 440	Average Score: 0.83

Episode 441	Average Score: 0.83
Episode 442	Average Score: 0.78
Episode 443	Average Score: 0.78
Episode 444	Average Score: 0.78
Episode 445	Average Score: 0.81
Episode 446	Average Score: 0.81
Episode 447	Average Score: 0.84
Episode 448	Average Score: 0.85
Episode 449	Average Score: 0.82
Episode 450	Average Score: 0.82
Episode 450	Average Score: 0.82

Episode 451	Average Score: 0.76
Episode 452	Average Score: 0.72
Episode 453	Average Score: 0.63
Episode 454	Average Score: 0.68
Episode 455	Average Score: 0.71
Episode 456	Average Score: 0.71
Episode 457	Average Score: 0.72
Episode 458	Average Score: 0.71
Episode 459	Average Score: 0.78
Episode 460	Average Score: 0.80
Episode 460	Average Score: 0.80

Episode 461	Average Score: 0.81
Episode 462	Average Score: 0.92
Episode 463	Average Score: 0.93
Episode 464	Average Score: 1.02
Episode 465	Average Score: 1.00
Episode 466	Average Score: 0.99
Episode 467	Average Score: 1.06
Episode 468	Average Score: 1.10
Episode 469	Average Score: 1.03
Episode 470	Average Score: 1.00
Episode 470	Average Score: 1.00

Episode 471	Average Score: 1.00
Episode 472	Average Score: 0.96
Episode 473	Average Score: 1.00
Episode 474	Average Score: 0.96
Episode 475	Average Score: 0.96
Episode 476	Average Score: 1.06
Episode 477	Average Score: 1.15
Episode 478	Average Score: 1.12
Episode 479	Average Score: 1.05
Episode 480	Average Score: 1.02
Episode 480	Average Score: 1.02

Episode 481	Average Score: 1.00
Episode 482	Average Score: 1.03
Episode 483	Average Score: 0.96
Episode 484	Average Score: 0.97
Episode 485	Average Score: 0.93
Episode 486	Average Score: 0.98
Episode 487	Average Score: 0.93
Episode 488	Average Score: 0.96
Episode 489	Average Score: 0.91
Episode 490	Average Score: 0.95
Episode 490	Average Score: 0.95

Episode 491	Average Score: 0.94
Episode 492	Average Score: 0.97
Episode 493	Average Score: 1.00
Episode 494	Average Score: 1.03
Episode 495	Average Score: 1.05
Episode 496	Average Score: 1.08
Episode 497	Average Score: 1.07
Episode 498	Average Score: 1.11
Episode 499	Average Score: 1.14
Episode 500	Average Score: 1.18
Episode 500	Average Score: 1.18

Episode 501	Average Score: 1.12
Episode 502	Average Score: 1.07
Episode 503	Average Score: 1.04
Episode 504	Average Score: 1.01
Episode 505	Average Score: 0.97
Episode 506	Average Score: 0.99
Episode 507	Average Score: 1.04
Episode 508	Average Score: 1.11
Episode 509	Average Score: 1.08
Episode 510	Average Score: 1.05
Episode 510	Average Score: 1.05

Episode 511	Average Score: 1.09
Episode 512	Average Score: 1.22
Episode 513	Average Score: 1.17
Episode 514	Average Score: 1.19
Episode 515	Average Score: 1.23
Episode 516	Average Score: 1.19
Episode 517	Average Score: 1.14
Episode 518	Average Score: 1.16
Episode 519	Average Score: 1.23
Episode 520	Average Score: 1.19
Episode 520	Average Score: 1.19

Episode 521	Average Score: 1.15
Episode 522	Average Score: 1.13
Episode 523	Average Score: 1.14
Episode 524	Average Score: 1.16
Episode 525	Average Score: 1.20
Episode 526	Average Score: 1.25
Episode 527	Average Score: 1.26
Episode 528	Average Score: 1.21
Episode 529	Average Score: 1.26
Episode 530	Average Score: 1.26
Episode 530	Average Score: 1.26

Episode 531	Average Score: 1.24
Episode 532	Average Score: 1.18
Episode 533	Average Score: 1.15
Episode 534	Average Score: 1.19
Episode 535	Average Score: 1.23
Episode 536	Average Score: 1.30
Episode 537	Average Score: 1.34
Episode 538	Average Score: 1.41
Episode 539	Average Score: 1.37
Episode 540	Average Score: 1.34
Episode 540	Average Score: 1.34

Episode 541	Average Score: 1.30
Episode 542	Average Score: 1.38
Episode 543	Average Score: 1.39
Episode 544	Average Score: 1.39
Episode 545	Average Score: 1.35
Episode 546	Average Score: 1.34
Episode 547	Average Score: 1.31
Episode 548	Average Score: 1.32
Episode 549	Average Score: 1.36
Episode 550	Average Score: 1.36
Episode 550	Average Score: 1.36

Episode 551	Average Score: 1.33
Episode 552	Average Score: 1.45
Episode 553	Average Score: 1.60
Episode 554	Average Score: 1.58
Episode 555	Average Score: 1.55
Episode 556	Average Score: 1.54
Episode 557	Average Score: 1.56
Episode 558	Average Score: 1.57
Episode 559	Average Score: 1.57
Episode 560	Average Score: 1.57
Episode 560	Average Score: 1.57

Episode 561	Average Score: 1.57
Episode 562	Average Score: 1.48
Episode 563	Average Score: 1.47
Episode 564	Average Score: 1.43
Episode 565	Average Score: 1.47
Episode 566	Average Score: 1.51
Episode 567	Average Score: 1.44
Episode 568	Average Score: 1.40
Episode 569	Average Score: 1.50
Episode 570	Average Score: 1.49
Episode 570	Average Score: 1.49

Episode 571	Average Score: 1.47
Episode 572	Average Score: 1.53
Episode 573	Average Score: 1.51
Episode 574	Average Score: 1.53
Episode 575	Average Score: 1.51
Episode 576	Average Score: 1.47
Episode 577	Average Score: 1.40
Episode 578	Average Score: 1.45
Episode 579	Average Score: 1.56
Episode 580	Average Score: 1.60
Episode 580	Average Score: 1.60

Episode 581	Average Score: 1.61
Episode 582	Average Score: 1.60
Episode 583	Average Score: 1.65
Episode 584	Average Score: 1.64
Episode 585	Average Score: 1.68
Episode 586	Average Score: 1.59
Episode 587	Average Score: 1.60
Episode 588	Average Score: 1.59
Episode 589	Average Score: 1.57
Episode 590	Average Score: 1.62
Episode 590	Average Score: 1.62

Episode 591	Average Score: 1.68
Episode 592	Average Score: 1.70
Episode 593	Average Score: 1.70
Episode 594	Average Score: 1.73
Episode 595	Average Score: 1.76
Episode 596	Average Score: 1.75
Episode 597	Average Score: 1.66
Episode 598	Average Score: 1.63
Episode 599	Average Score: 1.61
Episode 600	Average Score: 1.67
Episode 600	Average Score: 1.67

Episode 601	Average Score: 1.80
Episode 602	Average Score: 1.79
Episode 603	Average Score: 1.88
Episode 604	Average Score: 1.88
Episode 605	Average Score: 1.93
Episode 606	Average Score: 1.90
Episode 607	Average Score: 1.92
Episode 608	Average Score: 1.85
Episode 609	Average Score: 1.93
Episode 610	Average Score: 1.94
Episode 610	Average Score: 1.94

Episode 611	Average Score: 1.97
Episode 612	Average Score: 1.97
Episode 613	Average Score: 2.00
Episode 614	Average Score: 1.93
Episode 615	Average Score: 2.02
Episode 616	Average Score: 1.99
Episode 617	Average Score: 2.07
Episode 618	Average Score: 2.09
Episode 619	Average Score: 2.07
Episode 620	Average Score: 2.17
Episode 620	Average Score: 2.17

Episode 621	Average Score: 2.35
Episode 622	Average Score: 2.43
Episode 623	Average Score: 2.34
Episode 624	Average Score: 2.36
Episode 625	Average Score: 2.32
Episode 626	Average Score: 2.31
Episode 627	Average Score: 2.32
Episode 628	Average Score: 2.40
Episode 629	Average Score: 2.44
Episode 630	Average Score: 2.46
Episode 630	Average Score: 2.46

Episode 631	Average Score: 2.53
Episode 632	Average Score: 2.57
Episode 633	Average Score: 2.59
Episode 634	Average Score: 2.60
Episode 635	Average Score: 2.58
Episode 636	Average Score: 2.56
Episode 637	Average Score: 2.54
Episode 638	Average Score: 2.56
Episode 639	Average Score: 2.63
Episode 640	Average Score: 2.69
Episode 640	Average Score: 2.69

Episode 641	Average Score: 2.72
Episode 642	Average Score: 2.65
Episode 643	Average Score: 2.62
Episode 644	Average Score: 2.58
Episode 645	Average Score: 2.67
Episode 646	Average Score: 2.67
Episode 647	Average Score: 2.76
Episode 648	Average Score: 2.85
Episode 649	Average Score: 2.91
Episode 650	Average Score: 2.98
Episode 650	Average Score: 2.98

Episode 651	Average Score: 3.05
Episode 652	Average Score: 2.99
Episode 653	Average Score: 2.94
Episode 654	Average Score: 2.94
Episode 655	Average Score: 3.06
Episode 656	Average Score: 3.03
